Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDC60,OUT027,3221.1404
FDD02,OUT027,8912.3988
FDD03,OUT027,9562.2196
FDD04,OUT027,8912.3988
FDD14,OUT027,9562.2196
FDD16,OUT027,3221.1404
FDD17,OUT027,13086.9648
FDD21,OUT027,9562.2196
FDD22,OUT027,9562.2196
FDD23,OUT027,9562.2196
FDD32,OUT027,3221.1404
FDD34,OUT027,9562.2196
FDD44,OUT027,13086.9648
FDD45,OUT027,8912.3988
FDD47,OUT027,9562.2196
FDD48,OUT027,8912.3988
FDD56,OUT027,9562.2196
FDD58,OUT027,3221.1404
FDE04,OUT027,9562.2196
FDE14,OUT027,8912.3988
FDE17,OUT027,9562.2196
FDE20,OUT027,9562.2196
FDE22,OUT027,8912.3988
FDE23,OUT027,2237.088
FDE26,OUT027,8912.3988
FDE28,OUT027,13086.9648
FDE34,OUT027,9562.2196
FDE39,OUT027,9562.2196
FDE41,OUT027,3221.1404
FDE44,OUT027,2237.088
FDE45,OUT027,9562.2196
FDE47,OUT027,8912.3988
FDE59,OUT027,2237.088
FDF02,OUT027,8912.3988
FDF04,OUT027,13086.9648
FDF08,OUT027,3221.1404
FDF10,OUT027,8912.3988
FDF11,OUT027,9562.2196
FDF14,OUT027,9562.2196
FDF17,OUT027,9562.2196
FDF22,OUT027,9562.2196
FDF32,OUT027,8912.3988
FDF35,OUT027,8912.3988
FDF38,OUT027,2237.088
FDF39,OUT027,13086.9648
FDF45,OUT027,3221.1404
FDF47,OUT027,9562.2196
FDF53,OUT027,9562.2196
FDF59,OUT027,8912.3988
FDG04,OUT027,8912.3988
FDG08,OUT027,9562.2196
FDG16,OUT027,9562.2196
FDG20,OUT027,3221.1404
FDG26,OUT027,9562.2196
FDG28,OUT027,9562.2196
FDG41,OUT027,8912.3988
FDG45,OUT027,13086.9648
FDG47,OUT027,13086.9648
FDG50,OUT027,3221.1404
FDG53,OUT027,8912.3988
FDG57,OUT027,2237.088
FDG58,OUT027,8912.3988
FDH04,OUT027,3221.1404
FDH12,OUT027,3221.1404
FDH14,OUT027,8912.3988
FDH17,OUT027,8912.3988
FDH20,OUT027,8912.3988
FDH22,OUT027,8912.3988
FDH24,OUT027,9562.2196
FDH27,OUT027,8912.3988
FDH38,OUT027,8912.3988
FDH44,OUT027,8912.3988
FDH45,OUT027,2237.088
FDH46,OUT027,8912.3988
FDH47,OUT027,8912.3988
FDH48,OUT027,3221.1404
FDH53,OUT027,3221.1404
FDH56,OUT027,8912.3988
FDH58,OUT027,8912.3988
FDI02,OUT027,8912.3988
FDI05,OUT027,8912.3988
FDI08,OUT027,9562.2196
FDI09,OUT027,13086.9648
FDI12,OUT027,3221.1404
FDI15,OUT027,13086.9648
FDI34,OUT027,9562.2196
FDI35,OUT027,13086.9648
FDI36,OUT027,9562.2196
FDI38,OUT027,13086.9648
FDI40,OUT027,8912.3988
FDI45,OUT027,9562.2196
FDI48,OUT027,2237.088
FDI52,OUT027,8912.3988
FDI53,OUT027,8912.3988
FDI58,OUT027,8912.3988
FDI60,OUT027,2237.088
FDJ02,OUT027,8912.3988
FDJ03,OUT027,2237.088
FDJ04,OUT027,8912.3988
FDJ08,OUT027,9562.2196
FDJ09,OUT027,2237.088
FDJ12,OUT027,9562.2196
FDJ14,OUT027,3221.1404
FDJ16,OUT027,3221.1404
FDJ20,OUT027,8912.3988
FDJ27,OUT027,8912.3988
FDJ38,OUT027,9562.2196
FDJ41,OUT027,9562.2196
FDJ50,OUT027,2237.088
FDJ52,OUT027,8912.3988
FDJ57,OUT027,13086.9648
FDJ60,OUT027,9562.2196
FDK02,OUT027,8912.3988
FDK14,OUT027,2237.088
FDK21,OUT027,9562.2196
FDK26,OUT027,9562.2196
FDK43,OUT027,8912.3988
FDK45,OUT027,8912.3988
FDK46,OUT027,9562.2196
FDK50,OUT027,9562.2196
FDK55,OUT027,3221.1404
FDK56,OUT027,9562.2196
FDK60,OUT027,8912.3988
FDL02,OUT027,8912.3988
FDL13,OUT027,9562.2196
FDL14,OUT027,8912.3988
FDL15,OUT027,3221.1404
FDL16,OUT027,2237.088
FDL21,OUT027,2237.088
FDL25,OUT027,2237.088
FDL27,OUT027,3221.1404
FDL28,OUT027,8912.3988
FDL32,OUT027,3221.1404
FDL50,OUT027,8912.3988
FDL51,OUT027,9562.2196
FDL57,OUT027,13086.9648
FDL58,OUT027,13086.9648
FDM02,OUT027,3221.1404
FDM04,OUT027,2237.088
FDM08,OUT027,9562.2196
FDM09,OUT027,8912.3988
FDM12,OUT027,3221.1404
FDM13,OUT027,3221.1404
FDM16,OUT027,8912.3988
FDM28,OUT027,8912.3988
FDM32,OUT027,3221.1404
FDM33,OUT027,13086.9648
FDM38,OUT027,3221.1404
FDM40,OUT027,8912.3988
FDM44,OUT027,3221.1404
FDM45,OUT027,8912.3988
FDM51,OUT027,8912.3988
FDM52,OUT027,9562.2196
FDM57,OUT027,3221.1404
FDM60,OUT027,2237.088
FDN13,OUT027,3221.1404
FDN16,OUT027,8912.3988
FDN22,OUT027,9562.2196
FDN25,OUT027,2237.088
FDN28,OUT027,3221.1404
FDN31,OUT027,8912.3988
FDN38,OUT027,13086.9648
FDN40,OUT027,9562.2196
FDN46,OUT027,8912.3988
FDN49,OUT027,2237.088
FDN51,OUT027,13086.9648
FDO08,OUT027,8912.3988
FDO12,OUT027,9562.2196
FDO13,OUT027,8912.3988
FDO16,OUT027,8912.3988
FDO20,OUT027,9562.2196
FDO21,OUT027,9562.2196
FDO22,OUT027,3221.1404
FDO33,OUT027,8912.3988
FDO48,OUT027,9562.2196
FDO56,OUT027,3221.1404
FDO57,OUT027,8912.3988
FDP01,OUT027,3221.1404
FDP03,OUT027,8912.3988
FDP07,OUT027,9562.2196
FDP08,OUT027,9562.2196
FDP12,OUT027,2237.088
FDP16,OUT027,13086.9648
FDP19,OUT027,8912.3988
FDP20,OUT027,3221.1404
FDP26,OUT027,3221.1404
FDP28,OUT027,9562.2196
FDP32,OUT027,8912.3988
FDP34,OUT027,9562.2196
FDP36,OUT027,3221.1404
FDP37,OUT027,8912.3988
FDP40,OUT027,8912.3988
FDP44,OUT027,8912.3988
FDP46,OUT027,8912.3988
FDP51,OUT027,8912.3988
FDP57,OUT027,8912.3988
FDP58,OUT027,9562.2196
FDQ01,OUT027,9562.2196
FDQ03,OUT027,8912.3988
FDQ04,OUT027,2237.088
FDQ14,OUT027,8912.3988
FDQ16,OUT027,8912.3988
FDQ21,OUT027,9562.2196
FDQ24,OUT027,13086.9648
FDQ27,OUT027,8912.3988
FDQ34,OUT027,3221.1404
FDQ36,OUT027,2237.088
FDQ44,OUT027,9562.2196
FDQ46,OUT027,8912.3988
FDQ47,OUT027,2237.088
FDQ58,OUT027,8912.3988
FDQ60,OUT027,3221.1404
FDR02,OUT027,8912.3988
FDR03,OUT027,13086.9648
FDR08,OUT027,8912.3988
FDR10,OUT027,8912.3988
FDR11,OUT027,9562.2196
FDR13,OUT027,3221.1404
FDR16,OUT027,13086.9648
FDR20,OUT027,2237.088
FDR26,OUT027,8912.3988
FDR28,OUT027,9562.2196
FDR33,OUT027,8912.3988
FDR34,OUT027,13086.9648
FDR36,OUT027,2237.088
FDR39,OUT027,9562.2196
FDR49,OUT027,2237.088
FDR57,OUT027,8912.3988
FDS04,OUT027,8912.3988
FDS07,OUT027,8912.3988
FDS12,OUT027,8912.3988
FDS13,OUT027,9562.2196
FDS14,OUT027,8912.3988
FDS15,OUT027,8912.3988
FDS19,OUT027,3221.1404
FDS20,OUT027,9562.2196
FDS21,OUT027,2237.088
FDS22,OUT027,2237.088
FDS23,OUT027,8912.3988
FDS24,OUT027,3221.1404
FDS27,OUT027,8912.3988
FDS36,OUT027,9562.2196
FDS37,OUT027,8912.3988
FDS45,OUT027,8912.3988
FDS46,OUT027,8912.3988
FDS49,OUT027,8912.3988
FDS50,OUT027,9562.2196
FDS56,OUT027,13086.9648
FDS58,OUT027,9562.2196
FDS60,OUT027,8912.3988
FDT01,OUT027,9562.2196
FDT02,OUT027,2237.088
FDT04,OUT027,2237.088
FDT10,OUT027,2237.088
FDT13,OUT027,9562.2196
FDT15,OUT027,8912.3988
FDT23,OUT027,3221.1404
FDT25,OUT027,8912.3988
FDT28,OUT027,9562.2196
FDT31,OUT027,9562.2196
FDT33,OUT027,8912.3988
FDT34,OUT027,8912.3988
FDT35,OUT027,8912.3988
FDT37,OUT027,13086.9648
FDT38,OUT027,8912.3988
FDT39,OUT027,8912.3988
FDT43,OUT027,2237.088
FDT44,OUT027,8912.3988
FDT45,OUT027,2237.088
FDT51,OUT027,2237.088
FDT52,OUT027,9562.2196
FDT60,OUT027,8912.3988
FDU02,OUT027,13086.9648
FDU03,OUT027,9562.2196
FDU04,OUT027,8912.3988
FDU07,OUT027,8912.3988
FDU10,OUT027,2237.088
FDU13,OUT027,8912.3988
FDU15,OUT027,2237.088
FDU16,OUT027,3221.1404
FDU22,OUT027,9562.2196
FDU31,OUT027,9562.2196
FDU40,OUT027,8912.3988
FDU47,OUT027,3221.1404
FDU48,OUT027,2237.088
FDU49,OUT027,8912.3988
FDU60,OUT027,13086.9648
FDV09,OUT027,8912.3988
FDV10,OUT027,2237.088
FDV11,OUT027,8912.3988
FDV12,OUT027,8912.3988
FDV14,OUT027,2237.088
FDV16,OUT027,2237.088
FDV19,OUT027,9562.2196
FDV22,OUT027,9562.2196
FDV24,OUT027,8912.3988
FDV25,OUT027,13086.9648
FDV27,OUT027,3221.1404
FDV31,OUT027,8912.3988
FDV32,OUT027,3221.1404
FDV33,OUT027,9562.2196
FDV34,OUT027,3221.1404
FDV35,OUT027,9562.2196
FDV39,OUT027,9562.2196
FDV40,OUT027,2237.088
FDV44,OUT027,9562.2196
FDV46,OUT027,8912.3988
FDV47,OUT027,3221.1404
FDV50,OUT027,8912.3988
FDV52,OUT027,8912.3988
FDV58,OUT027,9562.2196
FDV59,OUT027,13086.9648
FDW03,OUT027,8912.3988
FDW10,OUT027,13086.9648
FDW14,OUT027,8912.3988
FDW23,OUT027,2597.2858
FDW32,OUT027,3221.1404
FDW33,OUT027,8912.3988
FDW35,OUT027,2237.088
FDW40,OUT027,8912.3988
FDW43,OUT027,9562.2196
FDW44,OUT027,8912.3988
FDW46,OUT027,3221.1404
FDW47,OUT027,8912.3988
FDW50,OUT027,8912.3988
FDW57,OUT027,9562.2196
FDW58,OUT027,8912.3988
FDW59,OUT027,3221.1404
FDX02,OUT027,13086.9648
FDX08,OUT027,8912.3988
FDX11,OUT027,9562.2196
FDX12,OUT027,13086.9648
FDX14,OUT027,3221.1404
FDX16,OUT027,8912.3988
FDX19,OUT027,9562.2196
FDX22,OUT027,13086.9648
FDX23,OUT027,3221.1404
FDX27,OUT027,3221.1404
FDX32,OUT027,8912.3988
FDX35,OUT027,13086.9648
FDX36,OUT027,13086.9648
FDX38,OUT027,2237.088
FDX40,OUT027,2237.088
FDX43,OUT027,8912.3988
FDX48,OUT027,8912.3988
FDX51,OUT027,9562.2196
FDX52,OUT027,9562.2196
FDX55,OUT027,9562.2196
FDY01,OUT027,8912.3988
FDY09,OUT027,3221.1404
FDY11,OUT027,2237.088
FDY12,OUT027,2237.088
FDY13,OUT027,3221.1404
FDY14,OUT027,13086.9648
FDY19,OUT027,9562.2196
FDY20,OUT027,3221.1404
FDY22,OUT027,8912.3988
FDY24,OUT027,2597.2858
FDY28,OUT027,13086.9648
FDY32,OUT027,8912.3988
FDY38,OUT027,13086.9648
FDY40,OUT027,2237.088
FDY43,OUT027,2237.088
FDY48,OUT027,8912.3988
FDY52,OUT027,2597.2858
FDY57,OUT027,8912.3988
FDY58,OUT027,13086.9648
FDZ03,OUT027,9562.2196
FDZ04,OUT027,2237.088
FDZ09,OUT027,9562.2196
FDZ12,OUT027,9562.2196
FDZ13,OUT027,2237.088
FDZ27,OUT027,2237.088
FDZ28,OUT027,8912.3988
FDZ32,OUT027,3221.1404
FDZ34,OUT027,13086.9648
FDZ36,OUT027,9562.2196
FDZ44,OUT027,3221.1404
FDZ45,OUT027,9562.2196
FDZ46,OUT027,8912.3988
FDZ48,OUT027,8912.3988
FDZ57,OUT027,3221.1404
NCA05,OUT027,8912.3988
NCA17,OUT027,9562.2196
NCA18,OUT027,3221.1404
NCA29,OUT027,9562.2196
NCA30,OUT027,8912.3988
NCA41,OUT027,9562.2196
NCA53,OUT027,2237.088
NCA54,OUT027,8912.3988
NCB54,OUT027,8912.3988
NCB55,OUT027,2237.088
NCC06,OUT027,9562.2196
NCC30,OUT027,8912.3988
NCC31,OUT027,8912.3988
NCC42,OUT027,8912.3988
NCC43,OUT027,9562.2196
NCC54,OUT027,13086.9648
NCC55,OUT027,2237.088
NCD06,OUT027,2237.088
NCD07,OUT027,3221.1404
NCD19,OUT027,2237.088
NCD43,OUT027,2237.088
NCE18,OUT027,13086.9648
NCE30,OUT027,8912.3988
NCF06,OUT027,8912.3988
NCF30,OUT027,8912.3988
NCF31,OUT027,8912.3988
NCF43,OUT027,8912.3988
NCF54,OUT027,8912.3988
NCF55,OUT027,2237.088
NCG19,OUT027,8912.3988
NCG42,OUT027,8912.3988
NCG55,OUT027,9562.2196
NCH07,OUT027,8912.3988
NCH29,OUT027,8912.3988
NCH43,OUT027,8912.3988
NCI06,OUT027,9562.2196
NCI30,OUT027,9562.2196
NCJ06,OUT027,8912.3988
NCJ17,OUT027,3221.1404
NCK07,OUT027,9562.2196
NCK19,OUT027,9562.2196
NCK30,OUT027,9562.2196
NCL06,OUT027,13086.9648
NCL17,OUT027,9562.2196
NCL18,OUT027,8912.3988
NCL19,OUT027,8912.3988
NCL41,OUT027,2237.088
NCL42,OUT027,13086.9648
NCL55,OUT027,13086.9648
NCM26,OUT027,8912.3988
NCM31,OUT027,8912.3988
NCM41,OUT027,2237.088
NCM42,OUT027,8912.3988
NCM53,OUT027,8912.3988
NCM55,OUT027,8912.3988
NCN05,OUT027,9562.2196
NCN06,OUT027,9562.2196
NCN07,OUT027,8912.3988
NCN17,OUT027,3221.1404
NCN19,OUT027,8912.3988
NCN26,OUT027,8912.3988
NCN29,OUT027,2237.088
NCN41,OUT027,3221.1404
NCN54,OUT027,2237.088
NCN55,OUT027,13086.9648
NCO07,OUT027,9562.2196
NCO18,OUT027,9562.2196
NCO26,OUT027,8912.3988
NCO30,OUT027,8912.3988
NCO43,OUT027,8912.3988
NCP14,OUT027,9562.2196
NCP41,OUT027,3221.1404
NCP42,OUT027,9562.2196
NCP43,OUT027,8912.3988
NCP54,OUT027,8912.3988
NCP55,OUT027,2237.088
NCQ02,OUT027,9562.2196
NCQ29,OUT027,8912.3988
NCQ30,OUT027,3221.1404
NCQ38,OUT027,3221.1404
NCR06,OUT027,2237.088
NCR30,OUT027,2237.088
NCR38,OUT027,13086.9648
NCR42,OUT027,2237.088
NCR54,OUT027,8912.3988
NCS18,OUT027,8912.3988
NCS30,OUT027,8912.3988
NCS42,OUT027,8912.3988
NCT05,OUT027,9562.2196
NCT06,OUT027,8912.3988
NCT30,OUT027,2237.088
NCT41,OUT027,8912.3988
NCT54,OUT027,3221.1404
NCU06,OUT027,9562.2196
NCU18,OUT027,8912.3988
NCU30,OUT027,9562.2196
NCU41,OUT027,13086.9648
NCU53,OUT027,8912.3988
NCU54,OUT027,13086.9648
NCV17,OUT027,9562.2196
NCV18,OUT027,9562.2196
NCV29,OUT027,8912.3988
NCV42,OUT027,8912.3988
NCV53,OUT027,13086.9648
NCW05,OUT027,9562.2196
NCW06,OUT027,8912.3988
NCW30,OUT027,9562.2196
NCW54,OUT027,2237.088
NCX17,OUT027,9562.2196
NCX18,OUT027,9562.2196
NCX29,OUT027,8912.3988
NCX41,OUT027,9562.2196
NCX53,OUT027,8912.3988
NCY17,OUT027,2237.088
NCY30,OUT027,9562.2196
NCY42,OUT027,9562.2196
NCZ05,OUT027,2237.088
NCZ18,OUT027,13086.9648
NCZ29,OUT027,8912.3988
NCZ41,OUT027,8912.3988
NCZ42,OUT027,13086.9648
DRA59,OUT035,3731.809
DRB01,OUT035,4653.942
DRC01,OUT035,1105.228
DRC24,OUT035,5275.7992
DRC25,OUT035,1208.427
DRD24,OUT035,3866.9664
DRD27,OUT035,1208.427
DRD37,OUT035,2422.1804
DRE01,OUT035,5331.7264
DRE15,OUT035,1090.5804
DRF13,OUT035,2364.9216
DRF15,OUT035,2422.1804
DRF36,OUT035,4847.024
DRF48,OUT035,2239.0854
DRF51,OUT035,607.2096
DRF60,OUT035,3717.8272
DRG03,OUT035,3731.809
DRG11,OUT035,3528.74
DRG27,OUT035,690.4346
DRG39,OUT035,1262.3568
DRG48,OUT035,4820.392
DRG49,OUT035,5375.6692
DRG51,OUT035,3427.5384
DRH01,OUT035,4250.4672
DRH11,OUT035,276.9728
DRH13,OUT035,1209.7586
DRH15,OUT035,2422.1804
DRH23,OUT035,718.3982
DRH39,OUT035,649.8208
DRH49,OUT035,945.436
DRH59,OUT035,1025.332
DRI01,OUT035,4011.445
DRI13,OUT035,6579.4356
DRI25,OUT035,856.8846
DRI37,OUT035,585.904
DRI59,OUT035,5287.7836
DRJ23,OUT035,3781.744
DRJ25,OUT035,1470.0864
DRJ35,OUT035,945.436
DRJ37,OUT035,2607.2728
DRJ47,OUT035,2587.9646
DRJ59,OUT035,276.9728
DRK13,OUT035,2466.789
DRK23,OUT035,5410.9566
DRK37,OUT035,5502.837
DRK39,OUT035,2746.425
DRK47,OUT035,6579.4356
DRM11,OUT035,3570.0196
DRM48,OUT035,1491.392
DRM59,OUT035,2390.8878
DRN11,OUT035,4653.942
DRN59,OUT035,850.8924
DRO35,OUT035,2167.8448
DRO59,OUT035,2356.932
DRP47,OUT035,9069.5276
DRZ11,OUT035,1114.5492
DRZ24,OUT035,3835.008
FDA02,OUT035,1589.2646
FDA08,OUT035,3866.9664
FDA14,OUT035,2220.443
FDA19,OUT035,4006.7844
FDA27,OUT035,3877.6192
FDA32,OUT035,6579.4356
FDA34,OUT035,5321.0736
FDA35,OUT035,3731.809
FDA36,OUT035,4006.7844
FDA38,OUT035,3427.5384
FDA43,OUT035,2712.4692
FDA47,OUT035,2976.126
FDA48,OUT035,5313.084
FDA51,OUT035,1331.6
FDA55,OUT035,5742.525
FDA56,OUT035,2071.3038
FDA57,OUT035,1350.2424
FDB05,OUT035,1691.7978
FDB10,OUT035,4673.916
FDB17,OUT035,5313.7498
FDB23,OUT035,1350.2424
FDB28,OUT035,2570.6538
FDB35,OUT035,2428.8384
FDB44,OUT035,4836.3712
FDB45,OUT035,940.7754
FDB47,OUT035,4006.7844
FDB49,OUT035,2167.8448
FDB50,OUT035,1246.3776
FDB52,OUT035,2631.2416
FDB59,OUT035,793.6336
FDC04,OUT035,3663.2316
FDC08,OUT035,3395.58
FDC09,OUT035,1404.1722
FDC11,OUT035,1331.6
FDC14,OUT035,1216.4166
FDC15,OUT035,1571.288
FDC21,OUT035,1930.82
FDC22,OUT035,2740.4328
FDC23,OUT035,6579.4356
FDC28,OUT035,2239.0854
FDC34,OUT035,3583.3356
FDC35,OUT035,3663.2316
FDC37,OUT035,3749.7856
FDC41,OUT035,2220.443
FDC44,OUT035,1977.426
FDC52,OUT035,1890.872
FDC60,OUT035,2833.6448
FDD02,OUT035,3866.9664
FDD04,OUT035,2741.0986
FDD05,OUT035,1733.7432
FDD09,OUT035,4793.76
FDD20,OUT035,3488.1262
FDD22,OUT035,3339.6528
FDD28,OUT035,1163.8184
FDD32,OUT035,2422.1804
FDD33,OUT035,4410.2592
FDD36,OUT035,2059.9852
FDD39,OUT035,3364.9532
FDD41,OUT035,1704.448
FDD46,OUT035,4653.942
FDD48,OUT035,2856.282
FDD53,OUT035,383.5008
FDD59,OUT035,958.752
FDE02,OUT035,2428.8384
FDE05,OUT035,1098.57
FDE08,OUT035,3427.5384
FDE09,OUT035,2422.1804
FDE10,OUT035,2428.8384
FDE16,OUT035,6301.1312
FDE21,OUT035,1331.6
FDE26,OUT035,1062.6168
FDE29,OUT035,1777.686
FDE33,OUT035,1208.427
FDE35,OUT035,850.8924
FDE38,OUT035,5285.1204
FDE40,OUT035,1777.686
FDE52,OUT035,6911.004
FDE53,OUT035,1491.392
FDE57,OUT035,3392.9168
FDE58,OUT035,3392.9168
FDF02,OUT035,1890.2062
FDF10,OUT035,2207.127
FDF12,OUT035,3715.164
FDF16,OUT035,2808.3444
FDF17,OUT035,5275.7992
FDF20,OUT035,1379.5376
FDF28,OUT035,3560.6984
FDF32,OUT035,4673.916
FDF34,OUT035,3731.809
FDF38,OUT035,276.9728
FDF39,OUT035,4996.829
FDF41,OUT035,3033.3848
FDF45,OUT035,1438.128
FDF47,OUT035,1282.3308
FDF58,OUT035,1162.4868
FDG02,OUT035,3123.9336
FDG05,OUT035,3866.9664
FDG12,OUT035,4653.942
FDG14,OUT035,5895.659
FDG16,OUT035,5608.6992
FDG17,OUT035,6353.0636
FDG20,OUT035,1416.8224
FDG21,OUT035,2527.3768
FDG28,OUT035,3731.809
FDG35,OUT035,3099.9648
FDG38,OUT035,1704.448
FDG40,OUT035,645.1602
FDG46,OUT035,2856.282
FDH02,OUT035,904.1564
FDH04,OUT035,1406.1696
FDH12,OUT035,1091.912
FDH14,OUT035,3866.9664
FDH16,OUT035,808.947
FDH27,OUT035,2588.6304
FDH34,OUT035,4847.024
FDH35,OUT035,1150.5024
FDH40,OUT035,1543.3244
FDH46,OUT035,1331.6
FDH48,OUT035,1404.1722
FDH52,OUT035,1777.686
FDH60,OUT035,2553.343
FDI05,OUT035,1128.531
FDI09,OUT035,5033.448
FDI10,OUT035,6579.4356
FDI12,OUT035,447.4176
FDI20,OUT035,3165.879
FDI27,OUT035,974.7312
FDI28,OUT035,1404.1722
FDI33,OUT035,3715.164
FDI36,OUT035,6579.4356
FDI38,OUT035,6088.0752
FDI44,OUT035,2542.0244
FDI46,OUT035,6579.4356
FDI56,OUT035,2428.8384
FDI58,OUT035,2542.0244
FDI60,OUT035,1225.072
FDJ03,OUT035,886.8456
FDJ07,OUT035,2428.8384
FDJ08,OUT035,3486.1288
FDJ12,OUT035,5400.9696
FDJ14,OUT035,2422.1804
FDJ20,OUT035,1238.388
FDJ21,OUT035,5540.7876
FDJ27,OUT035,2552.6772
FDJ28,OUT035,3731.809
FDJ32,OUT035,428.7752
FDJ34,OUT035,1251.704
FDJ56,OUT035,998.7
FDK03,OUT035,4578.0408
FDK04,OUT035,945.436
FDK08,OUT035,1930.82
FDK20,OUT035,4042.7376
FDK28,OUT035,5410.9566
FDK32,OUT035,3392.9168
FDK40,OUT035,6608.065
FDK43,OUT035,4653.942
FDK46,OUT035,6114.7072
FDK48,OUT035,451.4124
FDK52,OUT035,2237.088
FDK57,OUT035,7028.8506
FDL02,OUT035,1830.95
FDL03,OUT035,3142.576
FDL13,OUT035,2619.2572
FDL15,OUT035,1829.6184
FDL16,OUT035,792.302
FDL25,OUT035,1561.9668
FDL26,OUT035,3235.788
FDL27,OUT035,2422.1804
FDL32,OUT035,2576.646
FDL36,OUT035,1543.3244
FDL52,OUT035,834.9132
FDM09,OUT035,2167.8448
FDM16,OUT035,2542.0244
FDM20,OUT035,4649.9472
FDM27,OUT035,3715.164
FDM28,OUT035,2586.633
FDM32,OUT035,2422.1804
FDM33,OUT035,4420.912
FDM34,OUT035,2125.2336
FDM38,OUT035,1090.5804
FDM39,OUT035,5321.0736
FDM40,OUT035,2552.6772
FDM44,OUT035,722.393
FDM56,OUT035,1777.686
FDM58,OUT035,1987.413
FDM60,OUT035,690.4346
FDN01,OUT035,1235.059
FDN08,OUT035,3064.0116
FDN12,OUT035,2579.3092
FDN13,OUT035,2422.1804
FDN15,OUT035,2097.27
FDN16,OUT035,2428.8384
FDN20,OUT035,5275.7992
FDN22,OUT035,3020.0688
FDN24,OUT035,2422.1804
FDN31,OUT035,2475.4444
FDN33,OUT035,1845.5976
FDN44,OUT035,4793.76
FDN50,OUT035,1201.769
FDN52,OUT035,5956.9126
FDO01,OUT035,2059.9852
FDO03,OUT035,6507.5292
FDO04,OUT035,1209.7586
FDO09,OUT035,6371.706
FDO11,OUT035,6458.26
FDO13,OUT035,4653.942
FDO16,OUT035,3355.632
FDO27,OUT035,695.0952
FDO31,OUT035,489.363
FDO33,OUT035,3528.74
FDO38,OUT035,623.1888
FDO39,OUT035,6024.1584
FDO40,OUT035,2885.5772
FDO45,OUT035,772.328
FDO48,OUT035,6579.4356
FDO49,OUT035,961.4152
FDO50,OUT035,1102.5648
FDO51,OUT035,1416.8224
FDP04,OUT035,1022.6688
FDP13,OUT035,970.7364
FDP15,OUT035,7028.8506
FDP16,OUT035,7266.5412
FDP20,OUT035,2422.1804
FDP21,OUT035,4740.496
FDP24,OUT035,2530.7058
FDP26,OUT035,2422.1804
FDP33,OUT035,5113.344
FDP36,OUT035,2422.1804
FDP37,OUT035,2826.9868
FDP38,OUT035,605.878
FDP39,OUT035,830.9184
FDP45,OUT035,5285.1204
FDP48,OUT035,4514.124
FDP49,OUT035,509.337
FDP51,OUT035,4673.916
FDP56,OUT035,735.709
FDP58,OUT035,6579.4356
FDP59,OUT035,3635.268
FDQ04,OUT035,849.5608
FDQ07,OUT035,4572.0486
FDQ19,OUT035,5321.0736
FDQ21,OUT035,1667.1632
FDQ22,OUT035,974.7312
FDQ24,OUT035,7549.5062
FDQ27,OUT035,4673.916
FDQ28,OUT035,1390.1904
FDQ49,OUT035,782.315
FDQ60,OUT035,2833.6448
FDR02,OUT035,4673.916
FDR04,OUT035,2542.0244
FDR07,OUT035,1201.769
FDR12,OUT035,3866.9664
FDR13,OUT035,1404.1722
FDR14,OUT035,605.878
FDR19,OUT035,3731.809
FDR22,OUT035,2856.282
FDR23,OUT035,2874.9244
FDR25,OUT035,4984.1788
FDR26,OUT035,1239.7196
FDR27,OUT035,3866.9664
FDR31,OUT035,6579.4356
FDR32,OUT035,5233.188
FDR34,OUT035,4729.8432
FDR39,OUT035,2189.1504
FDR40,OUT035,489.363
FDR45,OUT035,7028.8506
FDR46,OUT035,2783.044
FDR47,OUT035,4836.3712
FDR51,OUT035,2999.429
FDR56,OUT035,3033.3848
FDS01,OUT035,4820.392
FDS02,OUT035,4410.2592
FDS07,OUT035,2482.7682
FDS09,OUT035,1065.28
FDS10,OUT035,2976.126
FDS13,OUT035,1108.557
FDS15,OUT035,3803.0496
FDS20,OUT035,4925.5884
FDS21,OUT035,447.4176
FDS22,OUT035,282.2992
FDS25,OUT035,4653.942
FDS26,OUT035,2878.2534
FDS31,OUT035,3339.6528
FDS33,OUT035,2390.8878
FDS35,OUT035,2422.1804
FDS39,OUT035,1994.7368
FDS40,OUT035,540.6296
FDS44,OUT035,4146.6024
FDS46,OUT035,715.0692
FDS50,OUT035,1108.557
FDS51,OUT035,904.1564
FDT01,OUT035,5275.7992
FDT10,OUT035,1078.596
FDT12,OUT035,5191.2426
FDT15,OUT035,2586.633
FDT16,OUT035,4685.9004
FDT19,OUT035,3828.35
FDT23,OUT035,623.1888
FDT31,OUT035,5275.7992
FDT33,OUT035,4673.916
FDT35,OUT035,2428.8384
FDT36,OUT035,553.9456
FDT38,OUT035,2390.8878
FDT44,OUT035,2239.0854
FDT47,OUT035,1796.3284
FDT48,OUT035,3251.1014
FDT51,OUT035,335.5632
FDT60,OUT035,1838.2738
FDU01,OUT035,4731.1748
FDU09,OUT035,1406.1696
FDU10,OUT035,1230.3984
FDU15,OUT035,882.185
FDU16,OUT035,722.393
FDU24,OUT035,4653.942
FDU27,OUT035,1350.2424
FDU28,OUT035,5956.9126
FDU35,OUT035,2078.6276
FDU43,OUT035,4572.0486
FDU45,OUT035,1821.6288
FDU46,OUT035,2428.8384
FDU47,OUT035,421.4514
FDU50,OUT035,1259.6936
FDU52,OUT035,5956.9126
